id,num01,num02,cat01,cat02,cat03,cat04,cat05,cat06,cat07,cat08,target
SID110172,0,,6,67,19,345,,1,2147745792,,17
SID110247,0,80.0,8,61,23,627,21.0,0,2281963520,,27
SID110253,0,70.0,0,77,7,1770,,1,262144,,19
SID110298,0,,7,103,29,749,,0,2147746304,,15
SID110367,0,70.0,0,105,20,1504,,1,2147753984,,23
SID110406,0,90.0,0,79,5,1774,,0,3221487616,,25
SID11042,0,80.0,2,49,3,1935,,1,2147745792,,13
SID110468,0,70.0,7,69,23,1967,,0,2147745792,,27
SID110594,0,60.0,7,106,18,187,21.0,0,2147745792,,19
SID110624,0,50.0,2,9,15,145,,0,2147745792,,19
SID110783,0,,7,106,18,1504,,1,262273,,49
SID110819,0,70.0,0,77,23,1248,,0,262144,,21
SID110943,0,70.0,0,77,33,1845,,1,2147753984,,35
SID110955,0,,2,7,14,2015,,1,2147483712,,23
SID111010,103,60.0,2,83,4,145,21.0,0,262144,4.0,29
SID111033,0,90.0,6,62,25,984,,1,2684616704,,19
SID111063,0,80.0,2,40,19,1377,10.0,1,262144,,23
SID1112,0,70.0,7,68,21,105,,1,2147747840,,31
SID111216,0,80.0,0,75,37,831,,1,263680,,15
SID111260,0,,7,104,23,1517,,0,270336,,17
SID111294,0,70.0,2,7,27,139,,1,17039360,,33
SID111343,0,70.0,2,49,29,711,,1,2147746304,,21
SID111378,25,70.0,3,65,23,1514,,0,2147745792,,25
SID111461,0,70.0,2,49,14,1617,,1,262144,,15
SID111477,25,70.0,2,23,21,1204,,1,262144,,21
SID111499,0,70.0,1,2,2,1827,,0,2147753984,,25
SID111622,35,70.0,0,77,6,1615,,0,17563648,,21
SID111700,0,80.0,8,57,2,1337,,1,2147745792,,17
SID111770,0,60.0,9,43,21,138,0.0,1,2147746816,,37
SID11180,0,60.0,1,86,29,1509,,1,270336,,17
SID111813,0,50.0,9,10,25,655,,1,2147745792,,35
SID111855,0,70.0,5,15,23,857,,1,2147745792,,11
SID111894,0,60.0,2,9,35,627,,0,262144,,19
SID112082,0,,2,49,36,1266,,1,262273,,19
SID112087,0,60.0,1,86,15,1625,,0,2147745856,,27
SID11209,0,70.0,2,7,25,497,,0,2147745824,,29
SID112224,0,70.0,0,74,31,138,,1,262144,,15
SID112299,0,80.0,0,79,8,624,,0,285474816,,13
SID11242,0,60.0,1,86,29,1509,,0,2147753984,,17
SID112436,0,80.0,1,86,8,1629,,0,2281963520,,25
SID112626,0,70.0,0,79,2,1504,,1,2147745792,,21
SID112717,0,70.0,2,49,35,1577,,1,2147745792,,17
SID11280,93,70.0,9,28,2,1753,,1,2147745792,6.0,31
SID112833,0,80.0,7,103,39,1082,,1,2416181248,,11
SID112839,0,70.0,7,69,6,1234,,1,524288,,25
SID112897,0,50.0,7,69,33,1675,0.0,1,2147745792,,25
SID113008,0,,2,9,18,1616,,1,262144,,23
SID113109,0,80.0,0,79,7,1770,,0,135004160,,15
SID113120,0,60.0,7,68,10,138,,1,262144,,19
SID113131,84,70.0,2,9,35,188,0.0,0,262144,4.0,35
SID113214,0,60.0,7,103,27,985,,1,17039392,,17
SID113244,0,80.0,2,49,4,727,,1,2147753984,,21
SID113246,0,70.0,1,86,7,1440,,1,2148007936,,31
SID113289,0,60.0,0,59,18,1504,,1,2147745792,,29
SID113311,60,60.0,2,9,20,1590,,0,2147745824,4.0,39
SID113415,0,,0,74,35,603,21.0,0,2147745792,,17
SID113474,0,70.0,5,98,36,1041,,0,262144,,13
SID113590,138,70.0,2,34,31,1770,21.0,0,2147746048,69.0,57
SID113615,0,70.0,5,15,39,1080,,1,262144,,15
SID113626,0,60.0,7,68,35,627,21.0,0,2147745792,,19
SID113671,0,70.0,0,75,29,1041,,0,134479872,,21
SID113717,0,70.0,2,12,31,822,,1,262144,,23
SID113738,0,80.0,2,12,31,304,21.0,0,2147746048,,23
SID11379,0,90.0,7,106,19,1380,9.0,1,262144,,19
SID113801,0,70.0,7,106,27,1685,7.0,0,2164523008,,21
SID113857,0,50.0,2,9,10,145,,1,2147753984,,15
SID113924,0,70.0,7,106,0,1963,0.0,1,2147745792,,23
SID114036,0,70.0,2,7,0,2013,,1,2147745792,,35
SID114152,27,80.0,0,79,28,1770,21.0,0,2147753984,,21
SID114236,134,80.0,2,7,0,2008,,1,2147747840,,35
SID114323,22,90.0,2,9,4,1814,,0,2147745792,,17
SID114350,0,70.0,2,55,5,825,,0,524288,,17
SID114368,95,80.0,2,55,2,1814,,0,2147753984,4.0,35
SID114397,0,70.0,6,62,7,1729,,1,786432,,25
SID114402,61,80.0,2,49,5,1981,0.0,0,524288,4.0,13
SID114445,72,90.0,5,15,3,831,0.0,1,2097152,4.0,35
SID114484,0,,7,19,4,1485,21.0,0,262146,,35
SID114495,0,70.0,2,49,26,1486,0.0,0,2281963520,,33
SID114506,29,80.0,2,49,35,627,,0,2147745792,,11
SID11453,0,,7,19,17,1480,,0,2147753984,,19
SID114544,0,50.0,2,9,31,714,,1,262144,,19
SID114571,0,,7,106,33,105,21.0,0,2147745794,,23
SID114737,0,70.0,2,49,19,1208,21.0,1,262144,,17
SID114742,0,90.0,9,13,7,334,21.0,0,262144,,15
SID114768,0,70.0,2,40,18,105,,1,262144,,19
SID114828,0,70.0,0,87,7,1484,,0,1074266112,,31
SID114846,0,70.0,5,98,19,1110,,1,2147745792,,19
SID114952,0,,2,49,14,711,,0,262144,,21
SID115039,14,70.0,0,87,33,1770,,0,6442713088,,21
SID115040,96,80.0,1,2,40,222,,0,17040384,4.0,39
SID115068,0,70.0,2,49,6,707,,1,1074528256,,17
SID115071,0,80.0,7,19,40,1595,,0,17039872,,15
SID115094,0,70.0,0,79,25,1452,0.0,1,262144,,13
SID115189,38,70.0,2,48,13,1235,0.0,1,262144,,19
SID115207,0,60.0,0,59,23,826,,0,262144,,25
SID115227,0,60.0,0,75,31,1892,,1,2147745792,,19
SID115411,0,90.0,2,34,31,1110,21.0,0,2149842944,,15
SID115456,85,60.0,2,7,31,2008,21.0,0,262144,4.0,41
SID115519,0,,7,69,31,787,,1,2684616704,,25
SID115549,72,70.0,0,87,2,1770,0.0,0,2416181248,,15
SID115596,0,,0,79,21,1770,,1,262144,,23
SID115636,59,60.0,1,86,16,1774,,1,2147753984,,17
SID115651,0,80.0,0,79,25,1151,21.0,1,2147745792,,19
SID115733,0,90.0,1,18,35,453,,1,2147753984,,21
SID115748,0,70.0,7,68,29,1202,,1,2147753984,,27
SID115820,0,70.0,2,49,4,499,21.0,0,262144,,11
SID115834,0,70.0,6,62,2,296,,1,285474816,,13
SID115917,0,70.0,9,13,27,762,,0,2147745792,,17
SID115980,0,80.0,1,86,1,1595,,1,851968,,17
SID116004,0,90.0,0,77,18,1202,,1,2147745794,,25
SID116208,0,70.0,7,104,24,1375,9.0,1,1074266112,68.0,17
SID116215,0,60.0,10,29,27,800,,1,2147745792,,31
SID116224,0,70.0,2,48,38,299,,1,262144,,15
SID116383,0,,0,76,4,1500,,0,262144,,17
SID116439,0,,2,23,31,711,,1,2147753984,,33
SID116466,0,90.0,9,10,25,145,,1,262146,,57
SID116516,0,70.0,2,49,7,1377,,1,1074331648,,21
SID116548,0,90.0,2,23,40,283,,0,17039360,,11
SID116592,0,,2,49,40,287,,1,16777216,,13
SID116648,0,80.0,0,74,31,536,,1,2147745792,,35
SID116669,84,,5,80,35,1306,,1,2147745792,4.0,29
SID116719,0,70.0,2,7,35,105,,0,270336,,15
SID116862,55,,1,86,39,1595,,0,2416181248,,23
SID116872,0,70.0,0,79,5,1774,,1,786560,,17
SID116907,0,60.0,8,57,35,1306,,0,2147745792,,17
SID11695,0,,2,34,0,1205,0.0,1,67371008,,23
SID116994,0,80.0,1,18,6,427,21.0,0,3288334336,,25
SID116998,0,80.0,9,13,24,1377,,1,524288,,13
SID117028,0,,0,74,25,187,21.0,1,262144,,41
SID117106,0,70.0,2,49,19,984,,1,2147745792,,23
SID117114,0,90.0,0,79,17,1590,,0,270336,,17
SID117138,156,70.0,2,7,10,145,0.0,0,262144,4.0,41
SID117177,0,90.0,2,49,34,1595,21.0,1,16777216,,15
SID11733,0,80.0,2,23,15,1080,,1,2147745792,,23
SID117330,0,60.0,8,64,33,1977,,0,1074003968,,17
SID117358,163,80.0,7,19,18,1963,21.0,1,262144,4.0,39
SID117469,24,80.0,7,106,17,1482,0.0,1,134479874,,21
SID117471,0,80.0,5,80,27,1413,,1,262144,,25
SID11750,35,80.0,2,41,19,145,0.0,1,2147747840,,27
SID117555,0,70.0,9,17,23,1504,,1,2164260896,,21
SID117569,0,80.0,2,7,16,145,,0,262144,,17
SID117584,145,60.0,2,34,31,546,21.0,1,2147745794,4.0,75
SID11762,0,50.0,7,69,7,1967,,0,786432,,25
SID117641,0,70.0,7,103,19,188,,1,262144,,19
SID117653,161,70.0,0,79,31,643,,1,2147753984,68.0,47
SID11770,0,,0,56,7,1537,,1,1074331648,4.0,31
SID117740,0,60.0,0,77,23,826,,0,2147745794,,23
SID117886,0,60.0,2,55,7,1534,,0,2147753984,,33
SID117986,0,80.0,2,49,28,1832,,1,262144,,17
SID11800,0,70.0,7,19,29,430,,0,2147745792,,23
SID118022,0,80.0,2,34,25,802,21.0,1,2147745792,,29
SID118099,0,70.0,2,49,20,1605,,0,6442713088,,15
SID11810,0,,0,74,13,925,,1,2147745792,,19
SID118159,0,70.0,2,49,25,711,,1,2147745856,,52
SID118216,24,60.0,8,57,27,975,,1,262144,,17
SID118255,0,70.0,2,12,31,1082,,1,4295229442,,25
SID118256,0,70.0,7,106,34,138,0.0,1,17039360,,21
SID118258,0,70.0,2,14,3,624,,0,2164523008,,15
SID118327,0,60.0,10,30,18,613,0.0,1,2147745792,,21
SID118374,0,80.0,1,86,25,1543,17.0,1,2149842944,,23
SID118375,0,70.0,0,75,18,43,,1,270336,,19
SID118386,0,80.0,2,49,18,187,,1,2147753984,,21
SID118389,0,70.0,0,77,18,1015,21.0,0,262144,,21
SID118410,0,70.0,3,65,39,1504,,1,2164523008,,25
SID118572,0,70.0,1,2,13,1235,,0,2147745792,,29
SID118590,0,60.0,2,48,4,1495,,1,2281963520,,17
SID118596,69,60.0,2,7,31,145,,1,262144,4.0,31
SID118643,110,70.0,2,7,10,2015,21.0,0,2149842944,,25
SID118725,0,80.0,2,49,38,409,,0,2281963520,,15
SID118734,0,70.0,5,80,35,1555,,0,2147753984,,11
SID118743,24,70.0,9,13,0,627,21.0,1,2147745792,64.0,25
SID118789,0,80.0,0,77,29,1016,,0,2147745792,,13
SID118870,0,70.0,2,34,18,138,,1,262240,,27
SID118941,0,70.0,2,34,33,138,,0,2147745792,,19
SID118944,0,80.0,1,2,7,77,,0,537133058,,33
SID118967,0,70.0,2,7,6,624,,1,2148270080,,31
SID118969,0,70.0,2,7,6,624,,1,2148270080,,31
SID119012,0,70.0,7,69,10,1403,,0,786432,,29
SID119115,0,60.0,10,30,25,441,,0,262144,,27
SID11920,61,70.0,7,68,10,145,21.0,0,128,,25
SID119237,0,60.0,2,49,33,188,,1,262144,,13
SID119242,0,60.0,2,49,33,188,,1,262144,,13
SID119252,0,80.0,2,14,6,825,21.0,0,2164785152,,41
SID119357,0,70.0,2,9,13,550,,1,2147745792,,17
SID119415,0,50.0,0,75,31,239,,1,2147745792,,21
SID119423,65,50.0,0,75,31,239,,1,2147745792,,31
SID11947,58,,2,55,23,825,0.0,0,2147753984,4.0,31
SID119515,0,70.0,7,106,6,1208,,1,540800,,49
SID119537,0,60.0,0,77,39,1770,,1,2147745792,,19
SID119541,0,70.0,0,33,10,545,,1,262144,,27
SID119582,0,80.0,9,17,21,145,,1,2147745792,,31
SID119586,0,70.0,0,87,31,1729,21.0,0,134479872,,21
SID119628,0,,0,87,6,659,,1,2147745792,,19
SID119695,156,,2,7,25,403,21.0,0,262144,4.0,62
SID119722,0,60.0,2,7,27,1845,0.0,1,2147745792,,57
SID119729,0,,10,29,28,1495,,0,2147745792,,31
SID119730,0,,10,29,28,1495,,0,2147745792,,31
SID119891,0,80.0,2,48,0,1945,0.0,0,262144,,21
SID119971,60,70.0,1,86,34,1504,,0,17041408,4.0,25
SID119973,0,50.0,0,77,25,457,,1,1074004000,,11
SID119990,0,70.0,8,16,34,1286,,0,16777312,,17
SID12004,144,90.0,2,7,7,145,0.0,0,262144,4.0,33
SID120043,0,70.0,2,40,29,1675,,0,262144,,15
SID12006,0,80.0,1,86,29,1965,,1,2147746304,,15
SID120070,0,80.0,7,106,28,1380,9.0,0,2147753984,,19
SID120091,0,70.0,0,74,0,323,,0,262144,,25
SID120101,129,,7,68,23,187,,1,2147745792,4.0,31
SID120120,0,70.0,2,41,28,430,,1,2147753984,,17
SID12013,0,70.0,2,9,4,627,,1,2147745792,,19
SID120164,0,,3,54,18,898,,1,2147753984,,21
SID120247,0,70.0,2,34,33,145,,1,6442713088,,29
SID120270,0,70.0,2,40,19,145,,0,262144,,19
SID120310,0,70.0,0,56,2,1504,,1,2147753984,,23
SID120373,0,80.0,5,15,35,953,,1,262144,,15
SID120379,115,70.0,2,7,20,2015,,0,262144,,27
SID120424,0,60.0,0,77,29,1202,,0,262144,,29
SID120427,0,70.0,0,75,35,688,,1,262144,,27
SID120464,0,70.0,1,0,5,1770,,0,2048,,25
SID120521,0,,9,47,18,105,,1,2147745792,,29
SID12054,0,80.0,2,9,31,352,21.0,1,262144,,39
SID120541,0,,7,106,28,1202,7.0,1,2181300224,,31
SID120544,27,80.0,8,57,6,978,,0,2148270080,,21
SID120554,0,70.0,7,19,16,1931,,1,2147745794,,21
SID120582,0,60.0,8,57,4,1325,,1,262144,,17
SID120583,70,60.0,8,57,4,1325,,1,2147745794,4.0,29
SID120608,0,90.0,8,57,13,861,9.0,0,262144,,43
SID120661,0,80.0,8,57,28,660,21.0,0,2147753984,,19
SID120679,0,60.0,1,86,0,1503,,1,2147753984,,21
SID120691,0,,8,108,6,1967,,1,329728,4.0,47
SID120693,0,70.0,4,20,25,1963,,1,2164523008,,33
SID120717,0,80.0,8,57,38,833,,1,2147745792,,19
SID120720,119,70.0,9,17,18,105,,1,17043456,,57
SID120722,0,,7,69,6,798,,0,262144,,27
SID120808,0,90.0,2,12,38,1202,21.0,0,262144,,15
SID120812,0,80.0,6,67,30,350,,0,2048,,11
SID120880,0,70.0,2,49,6,1015,,1,2147745792,,23
SID120959,0,50.0,9,13,6,1746,,1,2147753984,,21
SID120978,0,,2,48,4,633,,0,262144,,15
SID120990,0,80.0,2,83,13,549,,1,2147745792,,17
SID121089,0,60.0,4,20,15,145,,1,2147745792,,21
SID121091,0,60.0,4,20,15,145,,1,2147745792,,21
SID121251,0,70.0,9,13,27,745,0.0,0,262144,,27
SID121288,35,60.0,7,19,23,1516,,0,2147753984,,17
SID121305,0,80.0,2,48,26,1077,,1,262147,,15
SID121317,0,80.0,2,48,26,1077,,1,262147,,15
SID12137,0,70.0,2,48,4,533,,1,262144,,27
SID121401,132,70.0,2,49,0,138,,1,262144,4.0,57
SID121402,0,50.0,2,41,35,105,,1,2147745792,,19
SID121407,0,70.0,1,2,6,76,,0,2147745792,,37
SID121422,0,60.0,2,12,1,299,,1,1074266112,,13
SID121434,54,70.0,1,18,23,430,,0,2281963520,4.0,29
SID121450,158,70.0,1,2,7,76,,0,2147745794,4.0,41
SID121468,0,80.0,8,92,14,1293,0.0,0,2147745792,,29
SID121568,0,60.0,2,48,27,774,,1,2147745792,,23
SID121593,50,80.0,7,106,8,1311,21.0,0,262144,4.0,27
SID12162,0,80.0,0,77,13,1017,,1,262144,,27
SID121629,0,80.0,2,55,14,1293,0.0,0,2147745792,,27
SID121698,0,80.0,0,75,14,1041,,1,2147745792,,23
SID121727,0,70.0,2,23,6,628,,1,1074266112,,13
SID12178,90,70.0,2,7,33,145,,0,1074003968,4.0,35
SID121872,146,70.0,7,106,31,539,,1,2147745920,,37
SID12191,83,70.0,2,34,32,1774,,0,2147753984,4.0,27
SID12194,61,80.0,2,83,0,145,,0,786432,,25
SID121985,12,70.0,5,80,4,1326,,0,262144,4.0,21
SID12200,0,,0,79,33,1503,,1,262144,,19
SID122031,0,60.0,2,55,23,1440,,0,2147753984,,13
SID122071,0,70.0,0,79,6,826,,0,2147745794,,21
SID122108,0,60.0,7,19,6,1503,,0,262144,,19
SID122110,61,70.0,2,49,27,1205,21.0,0,2147745794,4.0,35
SID122164,29,80.0,7,106,10,384,21.0,0,270336,,23
SID122191,0,,7,103,23,1756,,1,262144,,23
SID12220,0,80.0,7,68,2,138,,0,268699648,,19
SID122222,0,80.0,2,40,5,388,,0,262144,,19
SID122351,33,60.0,0,87,35,1770,,0,2147745792,68.0,25
SID122375,0,,7,106,21,145,,0,2148270080,,15
SID122403,0,60.0,0,77,15,1015,,1,262144,,29
SID122463,0,,2,48,4,721,,1,2147745792,,19
SID12247,0,50.0,2,34,25,895,,1,262144,,27
SID122549,0,,0,87,3,187,,1,262144,,27
